pathway,NES,padj,size
Negative Regulation Of T-helper 17 Type Immune Response (GO:2000317),0.6544064649141981,0.9825004935264587,6
Adenosine Metabolic Process (GO:0046085),0.6538744658946016,0.9800621867179871,6
Monoacylglycerol Catabolic Process (GO:0052651),0.6538717511207468,0.9781690835952759,6
Synapse Organization (GO:0050808),0.6536503062122276,1.0,131
Positive Regulation Of Phospholipase Activity (GO:0010518),0.6535906923746114,0.9841892123222351,20
Thiamine Transmembrane Transport (GO:0071934),0.6533454266269741,0.9848583936691284,5
Negative Regulation Of Mitotic Nuclear Division (GO:0045839),0.6530054661117048,0.9795224666595459,8
"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",0.6529810648072327,0.9956305027008057,55
Renal System Development (GO:0072001),0.6528236746682761,0.9956305027008057,58
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),0.6527945437296615,0.9863744974136353,27
Cellular Response To Estradiol Stimulus (GO:0071392),0.6514392344069823,0.9800556898117065,20
Response To Light Stimulus (GO:0009416),0.6503457702045922,0.9956305027008057,60
Postsynaptic Membrane Assembly (GO:0097104),0.6493830397143322,0.9841892123222351,7
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628),0.6491775989184708,0.982797384262085,12
Lens Fiber Cell Differentiation (GO:0070306),0.6488109567487473,0.9841892123222351,10
Retinoid Metabolic Process (GO:0001523),0.648175649936593,0.9941684007644653,40
Regulation Of Vesicle Fusion (GO:0031338),0.6478409760318656,0.9819334149360657,8
Response To Angiotensin (GO:1990776),0.6477632064990948,0.9828880429267883,5
Isoprenoid Metabolic Process (GO:0006720),0.6474077937413005,0.977249264717102,8
Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036),0.6456088102800649,0.9841892123222351,12
Phosphatidylinositol-Mediated Signaling (GO:0048015),0.645524941715821,0.9967949390411377,62
Positive Regulation Of ERAD Pathway (GO:1904294),0.6453161572854387,0.9800556898117065,12
Podocyte Differentiation (GO:0072112),0.6449903797164931,0.9811219573020935,11
Positive Regulation Of RIG-I Signaling Pathway (GO:1900246),0.6445021105749361,0.9819461703300476,9
Chloride Transmembrane Transport (GO:1902476),0.64433886194112,0.9956305027008057,48
Negative Regulation Of Autophagosome Assembly (GO:1902902),0.6437715223226449,0.9795224666595459,10
Regulation Of Histone Acetylation (GO:0035065),0.6433696408694255,0.9840949773788452,22
Regulation Of Respiratory Gaseous Exchange (GO:0043576),0.6425582555990975,0.9841892123222351,6
Mitotic Sister Chromatid Cohesion (GO:0007064),0.641509973877327,0.9841892123222351,19
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),0.6405459526385783,0.9956305027008057,38
Neutrophil Mediated Immunity (GO:0002446),0.6405072408798197,0.98371821641922,12
Signal Release From Synapse (GO:0099643),0.6405062445212549,0.9945082068443298,38
Vesicle Cytoskeletal Trafficking (GO:0099518),0.6404089913470539,0.9956305027008057,39
Mesodermal Cell Differentiation (GO:0048333),0.6403734821141706,0.9845308065414429,8
Kinetochore Organization (GO:0051383),0.6394728362278497,0.9841892123222351,10
Positive Regulation Of Nuclear Division (GO:0051785),0.6390647732996233,0.989971399307251,26
Aspartate Transmembrane Transport (GO:0015810),0.6386629345308875,0.9848583936691284,9
Positive Regulation Of T-helper 1 Type Immune Response (GO:0002827),0.6383994194932648,0.9848583936691284,12
Modulation Of Chemical Synaptic Transmission (GO:0050804),0.6382501396212954,0.9989625215530396,123
Phospholipid Translocation (GO:0045332),0.6379585932186648,0.9911447167396545,31
Negative Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033147),0.6377388192841542,0.9832512140274048,10
Phosphatidylinositol Dephosphorylation (GO:0046856),0.6376757721923247,0.9828880429267883,16
ncRNA Metabolic Process (GO:0034660),0.6368449930068144,0.9847044348716736,17
G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216),0.6367635753970204,0.9829568862915039,12
Positive Regulation Of Potassium Ion Transport (GO:0043268),0.6366108574768008,0.986834704875946,15
Regulation Of Tubulin Deacetylation (GO:0090043),0.6359530988746396,0.9841892123222351,17
Regulation Of mRNA Processing (GO:0050684),0.6356550200699432,0.9918901920318604,35
Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043551),0.6355186500635693,0.9939457178115845,34
Negative Regulation Of Intracellular Protein Transport (GO:0090317),0.6352249039580552,0.9841892123222351,25
Positive Regulation Of Lipid Kinase Activity (GO:0090218),0.6346152826006501,0.9956305027008057,30
Regulation Of Humoral Immune Response (GO:0002920),0.6345306403615183,0.9848583936691284,13
Response To Epinephrine (GO:0071871),0.6345236729555261,0.9848583936691284,7
Cellular Response To Epinephrine Stimulus (GO:0071872),0.6345236729555261,0.9848583936691284,7
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),0.6340348010484507,0.9910983443260193,26
Cardiac Conduction (GO:0061337),0.6335461138546722,0.9956305027008057,46
Detection Of Mechanical Stimulus Involved In Sensory Perception (GO:0050974),0.6331169256792724,0.986834704875946,14
Fatty Acid Transmembrane Transport (GO:1902001),0.6327326804407072,0.9847044348716736,12
Regulation Of Natural Killer Cell Mediated Immunity (GO:0002715),0.6320418449213075,0.9841892123222351,5
Polysaccharide Biosynthetic Process (GO:0000271),0.6307355800088361,0.9860379695892334,12
Positive Regulation Of Histone H3-K4 Methylation (GO:0051571),0.6299478269967393,0.9863744974136353,12
Neuromuscular Process (GO:0050905),0.6299335601691788,0.9860379695892334,18
Positive Regulation Of Lymphocyte Chemotaxis (GO:0140131),0.6293004414374664,0.9896278977394104,17
Microtubule Depolymerization (GO:0007019),0.6292666250799402,0.9896278977394104,17
Striated Muscle Contraction (GO:0006941),0.6289146416046493,0.9967949390411377,57
Regulation Of Cellular Response To Oxidative Stress (GO:1900407),0.6260922602361013,0.9841892123222351,9
Odontogenesis Of Dentin-Containing Tooth (GO:0042475),0.6258081968527468,0.9847044348716736,14
Regulation Of Alpha-Beta T Cell Differentiation (GO:0046637),0.6251613153067213,0.9860379695892334,7
Negative Regulation Of Lipase Activity (GO:0060192),0.6245687450531371,0.9848583936691284,8
Regulation Of Dopamine Secretion (GO:0014059),0.6242334600514742,0.9937306046485901,22
Basic Amino Acid Transmembrane Transport (GO:1990822),0.623435635791129,0.9841892123222351,8
L-arginine Transmembrane Transport (GO:1903826),0.623435635791129,0.9841892123222351,8
Positive Regulation Of Tissue Remodeling (GO:0034105),0.6231519013318665,0.9871249198913574,9
Regulation Of Type B Pancreatic Cell Development (GO:2000074),0.6227369446963422,0.9868903160095215,8
Kinetochore Assembly (GO:0051382),0.6219427944402315,0.9848583936691284,9
Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732),0.6218704795095765,0.9832512140274048,8
Regulation Of T-helper 17 Cell Differentiation (GO:2000319),0.6215337355447121,0.9841892123222351,11
Fluid Transport (GO:0042044),0.6208821746813515,0.9901800155639648,19
Cognition (GO:0050890),0.6204562488229556,0.9956305027008057,47
Positive Regulation Of Dendritic Spine Development (GO:0060999),0.6198380875319544,0.9939457178115845,21
Regulation Of Establishment Of Planar Polarity (GO:0090175),0.6197059212491376,0.9964361190795898,29
protein-RNA Complex Disassembly (GO:0032988),0.6195154434896989,0.9857086539268494,7
Organic Cation Transport (GO:0015695),0.618713656863162,0.9964361190795898,31
Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642),0.6176354459176016,0.9841892123222351,11
Regulation Of Actomyosin Structure Organization (GO:0110020),0.6174043951962387,0.9956305027008057,12
Positive Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033148),0.6168973563671226,0.9841892123222351,6
Alpha-Amino Acid Metabolic Process (GO:1901605),0.6158971394494855,0.9956305027008057,29
Positive Regulation Of Positive Chemotaxis (GO:0050927),0.6149474970950578,0.9896278977394104,16
Fc-epsilon Receptor Signaling Pathway (GO:0038095),0.6137474986032464,0.9956305027008057,22
Potassium Ion Homeostasis (GO:0055075),0.6133758031922096,0.9923527240753174,23
Microtubule Nucleation (GO:0007020),0.6124841646597591,0.9956305027008057,23
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512),0.6124748651016837,0.9991610050201416,77
Regulation Of pro-B Cell Differentiation (GO:2000973),0.611887318323664,0.9945082068443298,5
Establishment Of Mitotic Spindle Orientation (GO:0000132),0.6105808403799579,0.9956305027008057,29
Regulation Of Phospholipase C Activity (GO:1900274),0.6092558411515107,0.9897570610046387,11
Establishment Of Spindle Orientation (GO:0051294),0.6090641685741197,0.9956305027008057,35
Neurotransmitter Transport (GO:0006836),0.6082978909612233,0.9967949390411377,52
Error-Prone Translesion Synthesis (GO:0042276),0.608119788330605,0.9848632216453552,9
Positive Regulation Of Hippo Signaling (GO:0035332),0.6075054532698644,0.9911447167396545,9
Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078),0.6074336454499658,0.9871249198913574,13
Norepinephrine Transport (GO:0015874),0.6073456674783491,0.9944432377815247,6
RNA Secondary Structure Unwinding (GO:0010501),0.6061553042005071,0.9956305027008057,8
Peptidyl-Glutamic Acid Modification (GO:0018200),0.6055101397621473,0.9956305027008057,22
Myeloid Leukocyte Mediated Immunity (GO:0002444),0.6053859326391795,0.9866726994514465,7
Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773),0.6039741115390974,0.986834704875946,6
Embryonic Skeletal System Morphogenesis (GO:0048704),0.603480008903531,0.9956305027008057,30
Dendritic Spine Morphogenesis (GO:0060997),0.6034339910500827,0.9953625202178955,15
Lens Fiber Cell Development (GO:0070307),0.6031538427140083,0.9868362545967102,7
tRNA Catabolic Process (GO:0016078),0.6024104373670116,0.9944912195205688,5
Lipid Translocation (GO:0034204),0.602229180016837,0.9956305027008057,24
Skeletal Muscle Fiber Development (GO:0048741),0.6007524665855809,0.9847697019577026,11
Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540),0.600029750262908,0.9956305027008057,11
Positive Regulation Of Glycogen Metabolic Process (GO:0070875),0.5998057815564125,0.9939457178115845,14
Cardiac Muscle Contraction (GO:0060048),0.5996551878899458,0.9956305027008057,33
Sensory Perception (GO:0007600),0.5988211435804431,0.9994279742240906,51
Negative Regulation Of Focal Adhesion Assembly (GO:0051895),0.5985692672305722,0.9939457178115845,15
Negative Regulation Of Cell-Substrate Junction Organization (GO:0150118),0.5985692672305722,0.9939457178115845,15
Regulation Of Platelet Activation (GO:0010543),0.5982956609410298,0.9956305027008057,28
Folic Acid Transport (GO:0015884),0.5971322685377725,0.9897570610046387,7
Actin Cytoskeleton Reorganization (GO:0031532),0.5970011558184705,0.9967949390411377,53
Positive Regulation Of Cell Development (GO:0010720),0.5964008313065657,0.9956305027008057,35
Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0099625),0.5950219295828492,0.9939457178115845,7
Cellular Response To Inorganic Substance (GO:0071241),0.5937358305365311,0.9949953556060791,18
Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),0.5931806489356147,0.9964361190795898,30
Bicarbonate Transport (GO:0015701),0.5927677474651227,0.9956305027008057,19
Regulation Of Immune Effector Process (GO:0002697),0.590610110662466,0.9939457178115845,13
Neurotransmitter Secretion (GO:0007269),0.5904490881919925,0.9967949390411377,43
Neural Crest Cell Development (GO:0014032),0.5895929270497942,0.9986312985420227,44
Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235),0.5894460075198517,0.9939457178115845,12
Myoblast Migration (GO:0051451),0.5893738288486385,0.9956305027008057,7
Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050),0.5867960509234537,0.9956305027008057,14
Plasma Membrane Phospholipid Scrambling (GO:0017121),0.586391975500014,0.9956305027008057,7
Neuron Projection Guidance (GO:0097485),0.5860807939375041,1.0,124
Potassium Ion Transmembrane Transport (GO:0071805),0.5856337545690785,1.0,137
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),0.5856309550556599,0.9994279742240906,40
Anterior/Posterior Pattern Specification (GO:0009952),0.5846801419879508,1.0,59
Regulation Of AMPA Receptor Activity (GO:2000311),0.5828869106616209,0.9964361190795898,24
Regulation Of Actin Filament-Based Movement (GO:1903115),0.5824410741626772,0.9953475594520569,9
Regulation Of Glucose Metabolic Process (GO:0010906),0.582312101281739,0.9967949390411377,28
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623),0.5822212495407064,0.9956305027008057,22
Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664),0.5816762473479556,0.9956305027008057,21
Centromere Complex Assembly (GO:0034508),0.581230561997104,0.9953475594520569,14
Chondrocyte Differentiation (GO:0002062),0.5805684684464931,0.9967949390411377,29
Catecholamine Transport (GO:0051937),0.5805252728170383,0.9956305027008057,7
Parallel Actin Filament Bundle Assembly (GO:0030046),0.5788125356241453,0.9953625202178955,6
Response To Retinoic Acid (GO:0032526),0.5766138770320106,1.0,60
Microtubule Anchoring (GO:0034453),0.5762885877207231,0.9908857941627502,9
Negative Regulation Of Response To Type II Interferon (GO:0060331),0.5753495641362744,0.9956305027008057,6
Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336),0.5753495641362744,0.9956305027008057,6
Inner Ear Receptor Cell Differentiation (GO:0060113),0.5750977973334106,0.9956305027008057,6
Low-Density Lipoprotein Particle Remodeling (GO:0034374),0.5707915355653866,0.9956305027008057,12
Regulation Of Postsynaptic Neurotransmitter Receptor Activity (GO:0098962),0.5700858304953217,0.9956305027008057,9
Positive Regulation Of Secondary Metabolite Biosynthetic Process (GO:1900378),0.5698236366325086,0.9967949390411377,7
Positive Regulation Of Melanin Biosynthetic Process (GO:0048023),0.5698236366325086,0.9967949390411377,7
Regulation Of Regulated Secretory Pathway (GO:1903305),0.56921601684631,0.9994279742240906,35
Activation Of Phospholipase C Activity (GO:0007202),0.5676205873881011,0.9978347420692444,27
Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),0.5671159709048424,0.9989448189735413,26
Histamine Metabolic Process (GO:0001692),0.5637203074446135,0.9956305027008057,5
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),0.5634096732878113,0.9994279742240906,38
Regulation Of Gluconeogenesis (GO:0006111),0.563090649944155,0.9986312985420227,31
Regulation Of Cilium Assembly (GO:1902017),0.5625644039615384,1.0,71
"Blood Coagulation, Fibrin Clot Formation (GO:0072378)",0.5618190303289311,0.9960024952888489,14
Protein Activation Cascade (GO:0072376),0.5618190303289311,0.9960024952888489,14
Regulation Of Pyruvate Dehydrogenase Activity (GO:1904182),0.5609822376025639,0.9982109069824219,6
Hyaluronan Metabolic Process (GO:0030212),0.5607612368542942,0.9962936639785767,14
Positive Regulation Of Protein Depolymerization (GO:1901881),0.5587337700832373,0.9961052536964417,10
Positive Regulation Of Circadian Rhythm (GO:0042753),0.5572585341084162,0.9964361190795898,11
Pharyngeal System Development (GO:0060037),0.5565100379360111,0.9967949390411377,16
Regulation Of Complement Activation (GO:0030449),0.5540634484103633,0.9956305027008057,9
Calcineurin-Mediated Signaling (GO:0097720),0.5528991943874304,0.9972044825553894,11
Anoikis (GO:0043276),0.5517461494150349,0.9956305027008057,8
Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005),0.5496129475755195,0.9956305027008057,7
Membrane Depolarization During Action Potential (GO:0086010),0.5495827886352297,0.9956305027008057,13
Regulation Of Protein Acetylation (GO:1901983),0.5480012375227263,0.9956305027008057,9
Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036),0.5479801835545762,0.9967949390411377,6
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),0.5466617042353987,1.0,275
calcineurin-NFAT Signaling Cascade (GO:0033173),0.5464637764385301,0.9964361190795898,10
Intraciliary Anterograde Transport (GO:0035720),0.5464296444333245,0.9964361190795898,16
Positive Regulation Of Integrin Activation (GO:0033625),0.5440369652508047,0.9986312985420227,10
Regulation Of Dendritic Spine Development (GO:0060998),0.5421252398457033,0.9991610050201416,21
Positive Regulation Of Pyruvate Dehydrogenase Activity (GO:1904184),0.5413297465508083,0.9986312985420227,5
Regulation Of Histone Methylation (GO:0031060),0.5388167815680069,0.9986667037010193,9
Positive Regulation Of Histone Methylation (GO:0031062),0.5386076674354082,0.9991610050201416,19
Regulation Of Lipid Kinase Activity (GO:0043550),0.5383450045580072,0.9964361190795898,11
Smoothened Signaling Pathway (GO:0007224),0.5371325411853131,1.0,34
Regulation Of Histone Deacetylase Activity (GO:1901725),0.5332472292460039,0.9964361190795898,5
Peripheral Nervous System Development (GO:0007422),0.530972777931612,1.0,20
Regulation Of Glucan Biosynthetic Process (GO:0010962),0.529355471358543,0.9964361190795898,8
Positive Regulation Of Triglyceride Lipase Activity (GO:0061365),0.5280851218857984,0.9962936639785767,7
Positive Regulation Of Deacetylase Activity (GO:0090045),0.5278992156388483,0.9982109069824219,6
Histone H4-K12 Acetylation (GO:0043983),0.526481746140117,0.9967949390411377,6
Histidine Metabolic Process (GO:0006547),0.523558865077657,0.9982109069824219,6
Histidine Catabolic Process (GO:0006548),0.523558865077657,0.9982109069824219,6
Nephron Tubule Development (GO:0072080),0.5203271942440052,0.9983068704605103,5
Necroptotic Process (GO:0070266),0.5196002913563008,0.9991610050201416,9
Diacylglycerol Metabolic Process (GO:0046339),0.5193507207275725,0.9991610050201416,23
Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006),0.5181366929262228,0.9971638321876526,6
Adiponectin-Activated Signaling Pathway (GO:0033211),0.5150405793917473,1.0,5
Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035),0.5149586617847031,0.9994279742240906,13
Neuropeptide Signaling Pathway (GO:0007218),0.5144795276413371,1.0,68
Positive Regulation Of Neuron Projection Arborization (GO:0150012),0.5141264777947209,0.9982109069824219,7
Regulation Of Aldosterone Biosynthetic Process (GO:0032347),0.5140940370215601,0.9986312985420227,6
Glycerophospholipid Metabolic Process (GO:0006650),0.5136796278509127,1.0,62
Pteridine-Containing Compound Metabolic Process (GO:0042558),0.5130353371984221,0.9994279742240906,5
Phosphatidylcholine Catabolic Process (GO:0034638),0.5128617983851519,0.9982225298881531,9
Primary Alcohol Catabolic Process (GO:0034310),0.5094154415464802,0.9986312985420227,9
Regulation Of Glial Cell Apoptotic Process (GO:0034350),0.5021160145036464,1.0,6
Camera-Type Eye Development (GO:0043010),0.4989403147455525,1.0,26
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),0.49791480210277667,1.0,28
Kidney Mesenchyme Development (GO:0072074),0.49465493818249084,1.0,7
Hair Cell Differentiation (GO:0035315),0.4930741553892353,0.9991610050201416,7
Negative Regulation Of Phospholipase Activity (GO:0010519),0.4904296066170101,0.9991610050201416,7
Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750),0.4852934652722009,0.999623715877533,7
Cardiac Muscle Cell Action Potential (GO:0086001),0.47960126785299045,1.0,29
Glucan Metabolic Process (GO:0044042),0.4767255570574555,1.0,8
Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636),0.4762038689327377,1.0,10
Detection Of Muscle Stretch (GO:0035995),0.47596438799859153,0.9991610050201416,6
Peptide Hormone Secretion (GO:0030072),0.4737544778939085,1.0,25
Mammary Gland Epithelium Development (GO:0061180),0.4672583498978404,1.0,14
Polyol Metabolic Process (GO:0019751),0.46683810886751687,1.0,17
Positive Regulation Of Smoothened Signaling Pathway (GO:0045880),0.45061607459421354,1.0,21
Regulation Of Protein-Containing Complex Disassembly (GO:0043244),0.4445412758486561,1.0,19
Multicellular Organismal-Level Iron Ion Homeostasis (GO:0060586),0.4434588510608174,1.0,12
Negative Regulation Of Cardiac Muscle Tissue Growth (GO:0055022),0.43812481653352003,1.0,5
Regulation Of Glycogen Metabolic Process (GO:0070873),0.43570731817025016,1.0,11
Isoprenoid Biosynthetic Process (GO:0008299),0.430835504152569,1.0,8
Nucleic Acid-Templated Transcription (GO:0097659),0.429243469848645,1.0,40
Negative Regulation Of Glial Cell Apoptotic Process (GO:0034351),0.42891573127197247,1.0,7
Golgi To Endosome Transport (GO:0006895),0.4146688283465774,1.0,15
Insulin Secretion (GO:0030073),0.40874034442965196,1.0,19
Sensory Perception Of Smell (GO:0007608),0.0,1.0,230
Cilium Assembly (GO:0060271),0.0,1.0,243
Chemical Synaptic Transmission (GO:0007268),0.0,1.0,273
Regulation Of Excitatory Synapse Assembly (GO:1904889),-0.4854814593794061,1.0,5
Positive Regulation Of Gliogenesis (GO:0014015),-0.49349542425448517,1.0,6
Regulation Of Striated Muscle Cell Differentiation (GO:0051153),-0.49657084403638446,1.0,6
Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599),-0.5183249983895307,0.9956305027008057,10
Positive Regulation Of Fatty Acid Beta-Oxidation (GO:0032000),-0.5294192493608114,0.9964361190795898,8
Response To UV-C (GO:0010225),-0.529955471735791,1.0,7
Regulation Of Respiratory System Process (GO:0044065),-0.535193812991776,0.9956305027008057,6
Alditol Metabolic Process (GO:0019400),-0.538478884001524,0.9967949390411377,7
Negative Regulation Of Monoatomic Ion Transport (GO:0043271),-0.5490625713498458,1.0,18
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064),-0.5502711453034027,1.0,16
Positive Regulation Of Cell Activation (GO:0050867),-0.556152581125213,0.9964361190795898,15
Subtelomeric Heterochromatin Formation (GO:0031509),-0.5678403171591221,0.9956305027008057,5
Negative Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902260),-0.5764186349616854,0.9863744974136353,9
Positive Regulation Of Platelet Activation (GO:0010572),-0.5792055614086042,0.9986312985420227,9
Catecholamine Uptake (GO:0090493),-0.579980299365503,0.9944912195205688,6
Nose Development (GO:0043584),-0.5847307247515343,0.986834704875946,6
Phosphatidylglycerol Biosynthetic Process (GO:0006655),-0.5858679802832827,0.9956305027008057,9
"Substrate-Dependent Cell Migration, Cell Extension (GO:0006930)",-0.5884406811552747,0.9960024952888489,6
Mitochondrial Transcription (GO:0006390),-0.5985812030355262,0.9939457178115845,12
Regulation Of Ketone Biosynthetic Process (GO:0010566),-0.600789447447893,0.9848583936691284,6
Positive Regulation Of Sodium Ion Transport (GO:0010765),-0.6014599794782081,0.9956305027008057,12
Ether Lipid Biosynthetic Process (GO:0008611),-0.6037693789332184,0.9956305027008057,9
Regulation Of Cellular Response To Insulin Stimulus (GO:1900076),-0.6074629941647206,0.9775203466415405,6
Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824),-0.6091430983427739,0.9982109069824219,14
Positive Regulation Of T-helper Cell Differentiation (GO:0045624),-0.60968058256877,0.9923527240753174,12
Regulation Of Integrin Activation (GO:0033623),-0.6137306182109966,0.9956305027008057,14
Transmembrane Receptor Protein Tyrosine Phosphatase Signaling Pathway (GO:0007185),-0.6177181923016942,0.9860379695892334,5
Microtubule-Based Transport (GO:0099111),-0.6233170728697245,0.9956305027008057,13
Inhibitory Synapse Assembly (GO:1904862),-0.6300664909196549,0.9884021282196045,13
Regulation Of Hormone Biosynthetic Process (GO:0046885),-0.6334633026295553,0.9841892123222351,5
Peptidyl-Lysine Dimethylation (GO:0018027),-0.6337459793933219,0.9825004935264587,9
Inositol Phosphate Metabolic Process (GO:0043647),-0.6409759526623134,1.0,22
Proximal/Distal Pattern Formation (GO:0009954),-0.6414914192948222,0.9764091372489929,7
Learning (GO:0007612),-0.642507645864253,1.0,43
Positive Regulation Of Dendrite Development (GO:1900006),-0.6425367068256204,0.9828880429267883,10
Positive Regulation Of Lipid Catabolic Process (GO:0050996),-0.6432894693554516,0.9956305027008057,20
Aldehyde Catabolic Process (GO:0046185),-0.6485009722645654,0.9754729866981506,7
Extracellular Transport (GO:0006858),-0.6513934221712103,0.9765390157699585,13
Protein Localization To Ciliary Membrane (GO:1903441),-0.6534279660748595,0.9754729866981506,6
Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553),-0.6538294191068459,0.968630313873291,7
Oligodendrocyte Development (GO:0014003),-0.6550543009018462,0.9956305027008057,16
Response To Bile Acid (GO:1903412),-0.6562412412733123,0.9638040065765381,5
Cellular Response To Cholesterol (GO:0071397),-0.6573813773593629,0.9779902696609497,10
Embryonic Skeletal Joint Development (GO:0072498),-0.6577833353494436,0.9548323154449463,5
Progesterone Receptor Signaling Pathway (GO:0050847),-0.6598757459524565,0.9696784615516663,10
Melanocyte Differentiation (GO:0030318),-0.6614735974957644,0.9795224666595459,11
Negative Regulation Of Hormone Secretion (GO:0046888),-0.6635015880070262,0.9734790921211243,9
Glycerol-3-Phosphate Metabolic Process (GO:0006072),-0.6642322890359555,0.9566853046417236,6
Regulation Of Histone Modification (GO:0031056),-0.6644197309591913,0.9956305027008057,18
Central Nervous System Myelination (GO:0022010),-0.6659629667924026,0.9754729866981506,11
Negative Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000480),-0.6667633661533916,0.9754729866981506,7
Negative Regulation Of Gluconeogenesis (GO:0045721),-0.6715712278548065,0.9897570610046387,15
Regulation Of Mesenchymal Stem Cell Differentiation (GO:2000739),-0.6778541769855965,0.9621114134788513,7
Water Transport (GO:0006833),-0.6787556687802468,0.977249264717102,19
Positive Regulation Of Steroid Biosynthetic Process (GO:0010893),-0.6805820423439574,0.9611014723777771,7
Leucine Metabolic Process (GO:0006551),-0.682361493534763,0.9625829458236694,6
Regulation Of Voltage-Gated Sodium Channel Activity (GO:1905150),-0.6839289661364112,0.9592992067337036,5
Positive Regulation Of Spindle Assembly (GO:1905832),-0.6849372803908675,0.9522760510444641,6
Thyroid Hormone Generation (GO:0006590),-0.6851452119722597,0.9812843799591064,10
Protein Localization To Ciliary Transition Zone (GO:1904491),-0.6863486341128353,0.968630313873291,7
Mesenchymal To Epithelial Transition Involved In Metanephros Morphogenesis (GO:0003337),-0.6888465077975262,0.962426483631134,5
Regulation Of Axon Guidance (GO:1902667),-0.6949728262539714,0.962426483631134,6
Presynapse Organization (GO:0099172),-0.6979666748187532,0.9634825587272644,11
Host-Mediated Regulation Of Intestinal Microbiota Composition (GO:0048874),-0.7012283947672904,0.9592992067337036,6
Sodium Ion Import Across Plasma Membrane (GO:0098719),-0.7030202274176376,0.9939457178115845,21
Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144),-0.7045201290755885,0.968630313873291,9
Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),-0.7047676995786847,0.9939457178115845,27
Ketone Body Metabolic Process (GO:1902224),-0.705733103256963,0.9509961009025574,6
Forelimb Morphogenesis (GO:0035136),-0.7059882421405577,0.962426483631134,9
Regulation Of Melanin Biosynthetic Process (GO:0048021),-0.7070767148019749,0.9754729866981506,10
Osteoblast Development (GO:0002076),-0.7076049585928194,0.9428689479827881,7
Memory (GO:0007613),-0.7095030307503621,1.0,58
Lipid Phosphorylation (GO:0046834),-0.7095430044168339,0.962426483631134,9
Ethanol Catabolic Process (GO:0006068),-0.7107362727452817,0.9509961009025574,6
Embryonic Forelimb Morphogenesis (GO:0035115),-0.7119340898851195,0.9634825587272644,8
Internal Protein Amino Acid Acetylation (GO:0006475),-0.7146959902201745,0.95181804895401,8
Signal Release (GO:0023061),-0.7155995074536021,0.9485811591148376,10
Negative Regulation Of Heterochromatin Formation (GO:0031452),-0.7163957111351121,0.9520267248153687,5
Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927),-0.7187570729991604,0.9840949773788452,25
Regulation Of Mast Cell Activation Involved In Immune Response (GO:0033006),-0.7193038612806069,0.9621114134788513,9
Early Endosome To Late Endosome Transport (GO:0045022),-0.721920154099102,0.9832894206047058,24
