gene,score,logfoldchange,pval,pval_adj
CD4,41.84132385253906,0.5955195426940918,0.0,0.0
VARS,41.82343292236328,0.7488725781440735,0.0,0.0
SRPRB,41.818603515625,0.7874193787574768,0.0,0.0
CMPK1,41.79365921020508,0.4993061423301697,0.0,0.0
GLUL,41.71806716918945,0.409221351146698,0.0,0.0
TM9SF2,41.66218948364258,0.40509575605392456,0.0,0.0
JTB,41.62554168701172,0.6899863481521606,0.0,0.0
NDUFA2,41.528709411621094,0.5353096127510071,0.0,0.0
TRMT112,41.40482711791992,0.818315327167511,0.0,0.0
CD3E,41.401275634765625,0.9384959936141968,0.0,0.0
WIPF1,41.381675720214844,0.4018152952194214,0.0,0.0
PSMB4,41.332794189453125,0.8169875741004944,0.0,0.0
ADAM28,41.31950378417969,1.1300742626190186,0.0,0.0
LAMTOR1,41.29732131958008,0.46801313757896423,0.0,0.0
DNAJB11,41.267642974853516,0.553500235080719,0.0,0.0
PA2G4,41.1940803527832,0.5519011616706848,0.0,0.0
CD27,41.13641357421875,1.9520355463027954,0.0,0.0
ISG20,41.060482025146484,0.5708978772163391,0.0,0.0
SEC11A,41.03042221069336,0.5081028342247009,0.0,0.0
METTL9,41.0199089050293,0.7077792286872864,0.0,0.0
CD37,40.974246978759766,0.5972238779067993,0.0,0.0
LRP10,40.9730339050293,0.5437527298927307,0.0,0.0
MYC,40.907997131347656,0.7352917194366455,0.0,0.0
IKZF3,40.85343933105469,0.7335157990455627,0.0,0.0
SLC7A5,40.798824310302734,1.3201838731765747,0.0,0.0
PFKP,40.77933120727539,0.8169832825660706,0.0,0.0
MARCKS,40.7786750793457,0.4461462199687958,0.0,0.0
COL5A2,40.74379348754883,1.0015043020248413,0.0,0.0
PRDM1,40.71817398071289,0.7647252678871155,0.0,0.0
TTYH3,40.687957763671875,0.5932241678237915,0.0,0.0
FTH1,40.64181900024414,0.2989223301410675,0.0,0.0
IKZF1,40.62668228149414,0.42808112502098083,0.0,0.0
BTN3A2,40.57691955566406,0.5378661751747131,0.0,0.0
IRF7,40.44196319580078,0.5514028072357178,0.0,0.0
VWA1,40.39658737182617,0.8156812191009521,0.0,0.0
EIF4A3,40.35066223144531,0.5726214051246643,0.0,0.0
ATOX1,40.3294677734375,0.7281369566917419,0.0,0.0
UBE2J1,40.30613708496094,0.5753440260887146,0.0,0.0
COX4I1,40.26920700073242,0.5877528190612793,0.0,0.0
TMED2,40.23323059082031,0.600835919380188,0.0,0.0
TNFRSF21,40.22635269165039,0.8325986266136169,0.0,0.0
CKAP4,40.221595764160156,0.7789798378944397,0.0,0.0
CAPG,40.17594528198242,0.43224233388900757,0.0,0.0
PPM1G,40.15894317626953,0.6795976161956787,0.0,0.0
SUMO3,40.14529037475586,0.5031324028968811,0.0,0.0
TMEM176A,40.05327224731445,1.1373445987701416,0.0,0.0
