pathway,NES,padj,size
Myotube Differentiation (GO:0014902),-0.6613683926962086,0.9837295413017273,25
Female Gamete Generation (GO:0007292),-0.6616791792846677,0.9825082421302795,32
Mismatch Repair (GO:0006298),-0.6632443814741545,0.9760965704917908,25
White Fat Cell Differentiation (GO:0050872),-0.6635662507290346,0.9734922647476196,6
Endothelium Development (GO:0003158),-0.6636499159031516,0.9760965704917908,12
Positive Regulation Of Trophoblast Cell Migration (GO:1901165),-0.6636713861987068,0.9729767441749573,6
Icosanoid Transport (GO:0071715),-0.6640513908329346,0.9721046090126038,14
Positive Regulation Of Biomineral Tissue Development (GO:0070169),-0.6647194179220925,0.9872558116912842,43
Positive Regulation Of Megakaryocyte Differentiation (GO:0045654),-0.6651988181400746,0.9720849990844727,8
Phosphatidylglycerol Biosynthetic Process (GO:0006655),-0.6655365296470827,0.9705662727355957,9
"Base-Excision Repair, AP Site Formation (GO:0006285)",-0.6663739208966152,0.9741124510765076,11
Embryonic Skeletal System Morphogenesis (GO:0048704),-0.6664581621907824,0.9793311953544617,30
Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),-0.6678913007406974,0.9825082421302795,27
Translational Termination (GO:0006415),-0.6679301429839035,0.9744669198989868,8
Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867),-0.6684347801897563,0.9725704789161682,11
Phosphatidylinositol-3-Phosphate Biosynthetic Process (GO:0036092),-0.6691380322976526,0.9729767441749573,11
Positive Regulation Of T Cell Differentiation In Thymus (GO:0033089),-0.6702228509480128,0.9760965704917908,5
Regulation Of T-helper 2 Cell Differentiation (GO:0045628),-0.6710217010740406,0.9709720015525818,7
Negative Regulation Of Osteoclast Differentiation (GO:0045671),-0.6716989269157949,0.9771081209182739,21
Positive Regulation Of Activin Receptor Signaling Pathway (GO:0032927),-0.6717618693735247,0.9754114151000977,5
Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927),-0.6723828726237207,0.9771081209182739,25
Adult Locomotory Behavior (GO:0008344),-0.6724096765189803,0.9737151265144348,12
Regulation Of Macrophage Proliferation (GO:0120040),-0.6727544359560044,0.9731598496437073,5
Mitochondrion Disassembly (GO:0061726),-0.6732958786940457,0.9786957502365112,37
Detection Of Muscle Stretch (GO:0035995),-0.6734578759385109,0.9754114151000977,6
Primary miRNA Processing (GO:0031053),-0.6737279971691507,0.9721046090126038,12
Regulation Of Megakaryocyte Differentiation (GO:0045652),-0.674110087009677,0.9734922647476196,19
Positive Regulation Of Protein Targeting To Membrane (GO:0090314),-0.675561188171031,0.9754114151000977,23
Ketone Body Biosynthetic Process (GO:0046951),-0.6756978038054051,0.9737151265144348,5
Endocrine System Development (GO:0035270),-0.6759182780869735,0.9786957502365112,23
Galactose Metabolic Process (GO:0006012),-0.6761605319837567,0.9694080948829651,6
Peptidyl-Tyrosine Dephosphorylation (GO:0035335),-0.6767113453907472,0.978746771812439,29
Neural Crest Cell Migration (GO:0001755),-0.6776017077230508,0.9793192148208618,36
Nuclear Export (GO:0051168),-0.6796907483141638,0.9825102686882019,49
Positive Regulation Of Macrophage Differentiation (GO:0045651),-0.6797045280983215,0.9694080948829651,10
Peptidyl-Tyrosine Phosphorylation (GO:0018108),-0.679863989373256,0.9915639162063599,67
"Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",-0.6799411538196829,0.9720849990844727,7
Notochord Development (GO:0030903),-0.6800884199042894,0.9720849990844727,5
Regulation Of Neurotransmitter Transport (GO:0051588),-0.6801920598873085,0.9725704789161682,21
Skeletal Muscle Organ Development (GO:0060538),-0.6807986116699107,0.9731598496437073,35
Eye Photoreceptor Cell Differentiation (GO:0001754),-0.6814468734475401,0.9729767441749573,12
Sodium Ion Transport (GO:0006814),-0.6814700853166361,0.9929024577140808,89
Mesoderm Formation (GO:0001707),-0.6817462744964149,0.9754114151000977,20
Catecholamine Transport (GO:0051937),-0.6820352725395972,0.9694080948829651,7
Cellular Response To pH (GO:0071467),-0.6828540490190269,0.9754114151000977,20
"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)",-0.6830889557238665,0.9694080948829651,10
Insulin Secretion (GO:0030073),-0.683089559898631,0.9695075750350952,19
Positive Regulation Of Immune System Process (GO:0002684),-0.6831149706860465,0.9760965704917908,27
Positive Regulation Of Bone Resorption (GO:0045780),-0.6831751596697055,0.9694080948829651,10
"Negative Regulation Of mRNA Splicing, Via Spliceosome (GO:0048025)",-0.6831979906872505,0.9716723561286926,14
Positive Regulation Of Leukocyte Tethering Or Rolling (GO:1903238),-0.6838803361245038,0.9682363271713257,6
Inner Ear Morphogenesis (GO:0042472),-0.6839982641770176,0.9771081209182739,25
"Base-Excision Repair, Gap-Filling (GO:0006287)",-0.6843367134596883,0.9721046090126038,12
Establishment Of Golgi Localization (GO:0051683),-0.6846371031527579,0.9710428714752197,7
Positive Regulation Of Programmed Necrotic Cell Death (GO:0062100),-0.6847862054709923,0.9686300158500671,5
Positive Regulation Of Necroptotic Process (GO:0060545),-0.6847862054709923,0.9686300158500671,5
Positive Regulation Of Glycoprotein Biosynthetic Process (GO:0010560),-0.6851762913874218,0.9708240032196045,13
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),-0.6851842703007948,0.9930344223976135,85
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591),-0.6853793151805693,0.9709720015525818,17
Positive Regulation Of Chromosome Condensation (GO:1905821),-0.6854064405663723,0.9709720015525818,7
Regulation Of Chromosome Condensation (GO:0060623),-0.6854064405663723,0.9709720015525818,7
Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719),-0.685565013912512,0.9709720015525818,5
Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091),-0.6859719337503736,0.9711290001869202,17
Peptidyl-Lysine Hydroxylation (GO:0017185),-0.6865184540788385,0.9694080948829651,7
Cell Junction Maintenance (GO:0034331),-0.687007189310082,0.9721046090126038,18
Cellular Response To Acidic pH (GO:0071468),-0.6881916609887445,0.9666404724121094,12
Cell-Substrate Junction Assembly (GO:0007044),-0.688319384610129,0.9754114151000977,28
Ubiquinone Biosynthetic Process (GO:0006744),-0.6884330808565644,0.9696075916290283,13
Ribosomal Large Subunit Assembly (GO:0000027),-0.6885318310128609,0.9707366228103638,22
Regulation Of I-kappaB Phosphorylation (GO:1903719),-0.688773079643571,0.9694080948829651,6
Hair Cell Differentiation (GO:0035315),-0.6888318695840672,0.9671911001205444,7
Regulation Of Cellular Response To Insulin Stimulus (GO:1900076),-0.6895295478300193,0.9666404724121094,6
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844),-0.6898980771377325,0.9771081209182739,23
snRNA Transcription By RNA Polymerase II (GO:0042795),-0.6899948574739907,0.9716723561286926,10
Regulation Of Dopamine Secretion (GO:0014059),-0.6902535051843396,0.9754114151000977,22
Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727),-0.6907734145121898,0.9672258496284485,5
Positive Regulation Of Telomere Maintenance (GO:0032206),-0.6911346368196711,0.9805613160133362,52
Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904505),-0.6914036632551617,0.9694080948829651,15
Negative Regulation Of Platelet Activation (GO:0010544),-0.6915992329354477,0.9694080948829651,15
Regulation Of Epithelial Cell Differentiation (GO:0030856),-0.6917433971021285,0.9694080948829651,18
Negative Regulation Of Cation Transmembrane Transport (GO:1904063),-0.692068990777424,0.9720849990844727,15
Positive Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034767),-0.692229958547441,0.9694080948829651,5
Histone Monoubiquitination (GO:0010390),-0.6938346210026851,0.9694080948829651,12
Negative Regulation Of Cell Activation (GO:0050866),-0.6947245580602698,0.9688087105751038,13
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),-0.6949027890822645,0.9772089719772339,35
HALLMARK_MITOTIC_SPINDLE,-0.6951923771771197,0.9986216425895691,199
Protein Prenylation (GO:0018342),-0.6957491987184374,0.9710428714752197,10
Plasma Membrane Tubulation (GO:0097320),-0.6966275289937549,0.9694080948829651,13
DNA Dealkylation (GO:0035510),-0.6966814001179797,0.9671911001205444,7
DNA Dealkylation Involved In DNA Repair (GO:0006307),-0.6966814001179797,0.9671911001205444,7
Positive Regulation Of T-helper Cell Differentiation (GO:0045624),-0.696931176817376,0.9666404724121094,12
Regulation Of Protein Targeting To Membrane (GO:0090313),-0.6971777208316149,0.9730541706085205,28
Purine-Containing Compound Metabolic Process (GO:0072521),-0.6974238013701731,0.9694080948829651,7
snRNA Transcription (GO:0009301),-0.6978685808726017,0.9694080948829651,12
Interleukin-12-Mediated Signaling Pathway (GO:0035722),-0.6982652463713831,0.9693208336830139,8
G-quadruplex DNA Unwinding (GO:0044806),-0.6984510464650293,0.964245080947876,6
Negative Regulation Of Notch Signaling Pathway (GO:0045746),-0.6987050457608655,0.973376452922821,27
Establishment Of Endothelial Intestinal Barrier (GO:0090557),-0.6987233651354244,0.9647812843322754,10
Establishment Of Spindle Localization (GO:0051293),-0.6992473395628104,0.9694080948829651,14
Cardiac Conduction System Development (GO:0003161),-0.6994056340524231,0.9754114151000977,25
Protein O-linked Glycosylation (GO:0006493),-0.6996521278955842,0.9907626509666443,93
Positive Regulation Of GTPase Activity (GO:0043547),-0.6997058687726228,0.9965991377830505,234
Regulation Of Renal Sodium Excretion (GO:0035813),-0.6999448778506705,0.9694080948829651,5
Positive Regulation Of Histone Deacetylation (GO:0031065),-0.7000447695609566,0.964245080947876,13
Regulation Of Establishment Of Endothelial Barrier (GO:1903140),-0.7003706992097197,0.9704828262329102,16
Negative Regulation Of Potassium Ion Transmembrane Transport (GO:1901380),-0.7007474066596319,0.9682363271713257,11
Phospholipid Translocation (GO:0045332),-0.7011555894632456,0.9771081209182739,31
Cellular Response To Nitrogen Compound (GO:1901699),-0.7013768445859324,0.9657783508300781,16
Presynaptic Endocytosis (GO:0140238),-0.701977675477492,0.9744669198989868,31
Positive Regulation Of mRNA Metabolic Process (GO:1903313),-0.7020491132308109,0.9655289649963379,12
Regulation Of Osteoblast Proliferation (GO:0033688),-0.7022501013110368,0.9644660949707031,16
protein-DNA Covalent Cross-Linking Repair (GO:0106300),-0.7028111451129555,0.9694080948829651,6
Regulation Of Axon Extension (GO:0030516),-0.7028190215060678,0.9747788310050964,35
Protein Alkylation (GO:0008213),-0.7029243606788719,0.9729767441749573,23
Positive Regulation Of Positive Chemotaxis (GO:0050927),-0.7030468226887883,0.9682363271713257,16
Positive Regulation Of Autophagy Of Mitochondrion (GO:1903599),-0.7035497805575955,0.9694080948829651,10
Regulation Of Leukocyte Tethering Or Rolling (GO:1903236),-0.7035857266195957,0.9658507108688354,11
Regulation Of Protein Localization To Centrosome (GO:1904779),-0.7038069672105753,0.9627499580383301,9
Neuron Projection Extension (GO:1990138),-0.7051092211387214,0.9731598496437073,39
Regulation Of Glial Cell Proliferation (GO:0060251),-0.7052191087346243,0.9669914841651917,8
Regulation Of Cilium Assembly (GO:1902017),-0.7052933903918142,0.9805613160133362,71
Nonribosomal Peptide Biosynthetic Process (GO:0019184),-0.7054339492434393,0.9633875489234924,7
Protein auto-ADP-ribosylation (GO:0070213),-0.7062989086109535,0.9666404724121094,10
Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050),-0.7063905973612712,0.9671911001205444,14
Positive Regulation Of Gluconeogenesis (GO:0045722),-0.70655214110453,0.9666404724121094,7
Urogenital System Development (GO:0001655),-0.7078450600969753,0.9633875489234924,10
Embryonic Organ Morphogenesis (GO:0048562),-0.7081403109541086,0.9754114151000977,44
Positive Regulation Of Centriole Replication (GO:0046601),-0.7083626224664534,0.9673244953155518,8
Positive Regulation Of Transforming Growth Factor Beta Production (GO:0071636),-0.7085362313564438,0.9603099226951599,10
Dorsal Aorta Morphogenesis (GO:0035912),-0.7085732466262017,0.9655289649963379,6
Dorsal Aorta Development (GO:0035907),-0.7085732466262017,0.9655289649963379,6
Organelle Assembly (GO:0070925),-0.7086614259992622,0.9986216425895691,322
Response To Retinoic Acid (GO:0032526),-0.7088125797600546,0.9786957502365112,60
Negative Regulation Of Glycogen Metabolic Process (GO:0070874),-0.7089957379989166,0.9666404724121094,6
NAD Metabolic Process (GO:0019674),-0.7100899628865069,0.9686300158500671,22
Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524),-0.7103153717234009,0.9655289649963379,8
Positive Regulation Of Interleukin-13 Production (GO:0032736),-0.7104179098527008,0.962030827999115,10
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862),-0.7109565702301082,0.9802427887916565,49
Regulation Of Calcium Ion Transport (GO:0051924),-0.7111506141516165,0.978746771812439,57
Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030947),-0.7111753509477315,0.9666404724121094,22
Regulation Of Defense Response To Bacterium (GO:1900424),-0.7121037705663177,0.9579011797904968,8
Ganglioside Metabolic Process (GO:0001573),-0.7126685698533247,0.9694080948829651,19
Regulation Of DNA-templated DNA Replication Initiation (GO:0030174),-0.7131175128611996,0.9666404724121094,12
Positive Regulation Of Natural Killer Cell Proliferation (GO:0032819),-0.7133779494714015,0.9657783508300781,7
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),-0.7140559591235816,0.9919472336769104,124
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),-0.7152907462898431,0.9694080948829651,36
Positive Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904507),-0.7157897430381429,0.9655289649963379,14
Intracellular Potassium Ion Homeostasis (GO:0030007),-0.7163363121578074,0.9655289649963379,13
Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),-0.7168354922981248,0.9688087105751038,24
Regulation Of Mitotic Nuclear Division (GO:0007088),-0.7176098554842604,0.9771081209182739,56
Glutathione Biosynthetic Process (GO:0006750),-0.7177374923077982,0.9627499580383301,6
Positive Chemotaxis (GO:0050918),-0.7178355842695772,0.9666404724121094,17
Positive Regulation Of Phospholipase C Activity (GO:0010863),-0.7180150742366492,0.9705662727355957,36
Base-Excision Repair (GO:0006284),-0.71892514381927,0.9722627401351929,36
Regulation Of Lymphocyte Activation (GO:0051249),-0.7194678788980473,0.9682363271713257,18
Positive Regulation Of Neuron Migration (GO:2001224),-0.7196322688552916,0.9660824537277222,12
Regulation Of GTPase Activity (GO:0043087),-0.7201704912374873,0.9956669211387634,214
Glycogen Catabolic Process (GO:0005980),-0.7204956383564487,0.9633875489234924,6
Multinuclear Osteoclast Differentiation (GO:0072674),-0.7206045086668263,0.962030827999115,5
Positive Regulation Of Cholesterol Biosynthetic Process (GO:0045542),-0.721010170487257,0.9655289649963379,5
Positive Regulation Of Sterol Biosynthetic Process (GO:0106120),-0.721010170487257,0.9655289649963379,5
Basic Amino Acid Transmembrane Transport (GO:1990822),-0.7211558375731899,0.962030827999115,8
L-arginine Transmembrane Transport (GO:1903826),-0.7211558375731899,0.962030827999115,8
tRNA Aminoacylation For Protein Translation (GO:0006418),-0.721404561622931,0.9627499580383301,35
Positive Regulation Of Cell Cycle (GO:0045787),-0.7216563678388038,0.978746771812439,65
Outflow Tract Septum Morphogenesis (GO:0003148),-0.7216720684616503,0.9666404724121094,24
Lipoprotein Metabolic Process (GO:0042157),-0.7218552937550549,0.9633875489234924,5
"Wound Healing, Spreading Of Epidermal Cells (GO:0035313)",-0.7219147958251659,0.9633875489234924,9
Norepinephrine Transport (GO:0015874),-0.7227595951813585,0.9635497331619263,6
Neurotransmitter Uptake (GO:0001504),-0.7228827242277526,0.9633875489234924,11
Vascular Wound Healing (GO:0061042),-0.7230419310527009,0.9633875489234924,6
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083),-0.7231889295582752,0.9633875489234924,19
Negative Regulation Of Transporter Activity (GO:0032410),-0.7234022113138021,0.9657783508300781,8
Chromosome Condensation (GO:0030261),-0.7235972760293343,0.9666404724121094,32
Aorta Morphogenesis (GO:0035909),-0.7240574506141958,0.9671911001205444,17
Positive Regulation Of Monooxygenase Activity (GO:0032770),-0.7244516785223155,0.9633875489234924,26
Regulation Of Ossification (GO:0030278),-0.7245757132817797,0.9721046090126038,37
Regulation Of T Cell Mediated Immunity (GO:0002709),-0.7247566597834828,0.9603099226951599,11
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),-0.7253593074995748,0.9694080948829651,51
Regulation Of Dephosphorylation (GO:0035303),-0.7257882489548673,0.9601120948791504,15
Positive Regulation Of DNA Replication (GO:0045740),-0.7259211255178155,0.960662305355072,18
Regulation Of Myeloid Leukocyte Differentiation (GO:0002761),-0.7260978914131854,0.9579361081123352,7
Fc Receptor Signaling Pathway (GO:0038093),-0.726126684869869,0.9669209718704224,26
Dendrite Morphogenesis (GO:0048813),-0.7271434255560724,0.9671911001205444,35
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601),-0.7273310542793449,0.9627499580383301,7
Positive Regulation Of NK T Cell Proliferation (GO:0051142),-0.7279720778493474,0.965511679649353,5
DNA Repair-Dependent Chromatin Remodeling (GO:0140861),-0.7285758528945686,0.9633875489234924,16
Central Nervous System Development (GO:0007417),-0.7286709836136602,0.9986216425895691,283
Positive Regulation Of Neuroblast Proliferation (GO:0002052),-0.7289284450444097,0.9655289649963379,18
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",-0.7291253880002028,0.9633875489234924,23
Neutrophil Degranulation (GO:0043312),-0.7293329109051085,0.9655289649963379,5
Vascular Endothelial Growth Factor Receptor-2 Signaling Pathway (GO:0036324),-0.7294444248208871,0.9603950381278992,5
Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589),-0.7297539191143837,0.9560137987136841,8
Spindle Assembly (GO:0051225),-0.729757260852961,0.9721046090126038,81
Purine Ribonucleotide Catabolic Process (GO:0009154),-0.7298143872152955,0.9682363271713257,25
Osteoblast Development (GO:0002076),-0.7298800758181155,0.9655289649963379,7
Generation Of Neurons (GO:0048699),-0.7304988601700771,0.992848813533783,172
Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770),-0.7309503849363906,0.9560137987136841,12
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),-0.7309719597629845,0.9972893595695496,275
Calcium Ion Transport Into Cytosol (GO:0060402),-0.731746321386075,0.9603099226951599,9
Regulation Of Regulatory T Cell Differentiation (GO:0045589),-0.7318346439344832,0.9666404724121094,22
Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034145),-0.7331752552350059,0.9560137987136841,10
tRNA Processing (GO:0008033),-0.7335407036571552,0.9704262018203735,50
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),-0.733663981265204,0.9686300158500671,34
Positive Regulation Of Reproductive Process (GO:2000243),-0.73393341507526,0.9694080948829651,33
Energy Reserve Metabolic Process (GO:0006112),-0.7340105484777962,0.9568894505500793,18
Skeletal Muscle Thin Filament Assembly (GO:0030240),-0.7342964484320192,0.9578049778938293,6
Positive Regulation Of Synaptic Transmission (GO:0050806),-0.7347561225561591,0.9754114151000977,77
Negative Regulation Of Lipoprotein Particle Clearance (GO:0010985),-0.735148534407275,0.9560137987136841,6
Regulation Of Natural Killer Cell Mediated Immunity (GO:0002715),-0.7356380006297886,0.9560237526893616,5
Cellular Response To Estrogen Stimulus (GO:0071391),-0.7359089206004736,0.9602322578430176,15
Respiratory Chain Complex III Assembly (GO:0017062),-0.7361118386669742,0.9560137987136841,11
Mitochondrial Respiratory Chain Complex III Assembly (GO:0034551),-0.7361118386669742,0.9560137987136841,11
Interstrand Cross-Link Repair (GO:0036297),-0.7362098984096139,0.9694080948829651,36
"mRNA Splicing, Via Spliceosome (GO:0000398)",-0.7365603228244201,0.9965991377830505,211
Hexose Import Across Plasma Membrane (GO:0140271),-0.7367690047048355,0.9647812843322754,5
Brain Development (GO:0007420),-0.7369378946125184,0.9911925196647644,169
Regulation Of Myelination (GO:0031641),-0.7374408903413037,0.9666404724121094,25
"Synaptic Transmission, Cholinergic (GO:0007271)",-0.7376796158220917,0.9593978524208069,16
Calcium-Ion Regulated Exocytosis (GO:0017156),-0.737793549515432,0.9627499580383301,26
Embryonic Heart Tube Development (GO:0035050),-0.7381142999752357,0.9627499580383301,17
Negative Regulation Of T Cell Differentiation (GO:0045581),-0.738544120447405,0.9598000645637512,13
Axonogenesis (GO:0007409),-0.7387580293348672,0.9911925196647644,188
Protein poly-ADP-ribosylation (GO:0070212),-0.7387741745820399,0.9560137987136841,8
Non-Canonical Wnt Signaling Pathway (GO:0035567),-0.7392976180044283,0.9682363271713257,41
Regulation Of Protein Localization To Cilium (GO:1903564),-0.7394106397803775,0.9627499580383301,7
Innate Immune Response-Activating Signaling Pathway (GO:0002758),-0.7404157020521914,0.9529834985733032,16
Glyoxylate Metabolic Process (GO:0046487),-0.7404927415125426,0.9577303528785706,5
Cellular Response To Osmotic Stress (GO:0071470),-0.74130112914792,0.9671911001205444,28
Positive Regulation Of Hormone Secretion (GO:0046887),-0.7413791600779778,0.9560137987136841,19
Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),-0.7415267166685505,0.9593978524208069,14
Regulation Of Mitotic Cell Cycle (GO:0007346),-0.7420403552542318,0.978746771812439,125
pre-mRNA Cleavage Required For Polyadenylation (GO:0098789),-0.742086152825849,0.9644660949707031,11
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768),-0.7422833875713057,0.9603099226951599,13
Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917),-0.7423192783913823,0.9593978524208069,7
Negative Regulation Of Membrane Potential (GO:0045837),-0.7423192783913823,0.9593978524208069,8
ncRNA Metabolic Process (GO:0034660),-0.7433245019267682,0.9652540683746338,17
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),-0.7437023577636105,0.9560137987136841,18
Memory (GO:0007613),-0.7437445096070804,0.9694080948829651,58
Negative Regulation Of Macroautophagy (GO:0016242),-0.7437503544828832,0.9560137987136841,22
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),-0.7438651659852488,0.9631420373916626,31
Chondrocyte Differentiation (GO:0002062),-0.7442060619836103,0.9579011797904968,29
Positive Regulation Of Urine Volume (GO:0035810),-0.7448348057313887,0.9560137987136841,5
Negative Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010667),-0.7451540643834764,0.9633875489234924,5
Photoreceptor Cell Development (GO:0042461),-0.7452096355861828,0.9560137987136841,14
Spliceosomal Complex Assembly (GO:0000245),-0.745864509797134,0.9714639782905579,62
Striated Muscle Cell Differentiation (GO:0051146),-0.7458887196129746,0.9529834985733032,20
Positive Regulation Of Calcium Ion Import (GO:0090280),-0.7461718081946673,0.9586412310600281,7
Free Ubiquitin Chain Polymerization (GO:0010994),-0.7466275449634373,0.9579011797904968,6
Epithelial To Mesenchymal Transition (GO:0001837),-0.7475821549260684,0.9688087105751038,47
Regulation Of Sensory Perception Of Pain (GO:0051930),-0.7478703342643638,0.9560137987136841,14
Golgi Organization (GO:0007030),-0.7479057442728424,0.9793311953544617,130
Negative Regulation Of ATP-dependent Activity (GO:0032780),-0.7480525952242444,0.9560137987136841,16
Heart Contraction (GO:0060047),-0.7486387853078029,0.9633875489234924,41
DNA Cytosine Deamination (GO:0070383),-0.7487841332183243,0.9560137987136841,8
Exit From Mitosis (GO:0010458),-0.7488730928979682,0.9560137987136841,11
Protein Localization To Cell Surface (GO:0034394),-0.7488910339011495,0.950526773929596,26
Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540),-0.7501736895391442,0.9560137987136841,11
Positive Regulation Of NK T Cell Activation (GO:0051135),-0.7503822090267878,0.9560137987136841,8
Regulation Of Protein ADP-ribosylation (GO:0010835),-0.7508410798030277,0.9560137987136841,8
Neurotransmitter Transport (GO:0006836),-0.7511583490729974,0.9669914841651917,52
Mature B Cell Differentiation Involved In Immune Response (GO:0002313),-0.751719909446027,0.9560137987136841,13
succinyl-CoA Catabolic Process (GO:1901289),-0.7518300122242086,0.9578889608383179,5
Oxoacid Metabolic Process (GO:0043436),-0.7525665838274245,0.9598102569580078,22
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),-0.7530990197547109,0.9627499580383301,31
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),-0.7531282157466161,0.9634632468223572,43
Transcription-Coupled Nucleotide-Excision Repair (GO:0006283),-0.7536204628129022,0.9495105147361755,8
Positive Regulation Of Immune Effector Process (GO:0002699),-0.7545578690294461,0.9623032212257385,37
Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel (GO:1902514),-0.7556469178348938,0.9422069787979126,10
B Cell Receptor Signaling Pathway (GO:0050853),-0.7556999087859326,0.9688087105751038,46
Histone Arginine Methylation (GO:0034969),-0.7557484207480036,0.9529834985733032,5
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),-0.75609157715831,0.9657783508300781,51
Protein Localization To Microtubule (GO:0035372),-0.7561949837180724,0.9494916796684265,9
Regulation Of Mitotic Centrosome Separation (GO:0046602),-0.7566922019107478,0.9560137987136841,8
Negative Regulation Of mRNA Processing (GO:0050686),-0.7572093994558535,0.949406087398529,15
Negative Regulation Of Cardiocyte Differentiation (GO:1905208),-0.7575205657756637,0.947883129119873,6
Regulation Of Tubulin Deacetylation (GO:0090043),-0.7575798949139612,0.9560137987136841,17
Positive Regulation Of Cell Killing (GO:0031343),-0.7576391123987485,0.9529834985733032,6
Megakaryocyte Development (GO:0035855),-0.7578785774952776,0.9560137987136841,10
Early Endosome To Late Endosome Transport (GO:0045022),-0.7594722720246166,0.9529834985733032,24
Vesicle Transport Along Microtubule (GO:0047496),-0.7596481397033944,0.9560137987136841,22
Stabilization Of Membrane Potential (GO:0030322),-0.7598365190780054,0.9486232995986938,16
Sodium Ion Transmembrane Transport (GO:0035725),-0.7600675109722267,0.9714963436126709,82
Inorganic Cation Import Across Plasma Membrane (GO:0098659),-0.7603723980275218,0.9694080948829651,103
Monocyte Activation (GO:0042117),-0.7604453977286479,0.9352098703384399,8
L-phenylalanine Catabolic Process (GO:0006559),-0.7608251251356242,0.9560137987136841,5
Erythrose 4-Phosphate/Phosphoenolpyruvate Family Amino Acid Catabolic Process (GO:1902222),-0.7608251251356242,0.9560137987136841,5
L-phenylalanine Metabolic Process (GO:0006558),-0.7608251251356242,0.9560137987136841,5
Response To Vitamin (GO:0033273),-0.7618533250585277,0.9518283605575562,8
Positive Regulation Of RNA Biosynthetic Process (GO:1902680),-0.7624042505970348,0.9443608522415161,9
Renal System Development (GO:0072001),-0.7629490879248193,0.9666404724121094,58
Purine Ribonucleoside Metabolic Process (GO:0046128),-0.7647143312212781,0.9529834985733032,6
Monoatomic Anion Transmembrane Transport (GO:0098656),-0.7647804249165985,0.9633875489234924,54
Protein Localization To Membrane Raft (GO:1903044),-0.7650353389028952,0.9538978338241577,5
Positive Regulation Of Osteoblast Differentiation (GO:0045669),-0.7653520103071005,0.9634632468223572,44
Regulation Of Neuron Differentiation (GO:0045664),-0.7657111221711714,0.9694080948829651,79
Regulation Of Lipid Kinase Activity (GO:0043550),-0.7659098687251594,0.9498815536499023,11
Inositol Phosphate-Mediated Signaling (GO:0048016),-0.7668208152783419,0.9477205872535706,19
Positive Regulation Of mRNA 3'-End Processing (GO:0031442),-0.766825460455996,0.9416828751564026,9
Negative Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060394),-0.7678097202846254,0.9410579800605774,10
Cell Projection Assembly (GO:0030031),-0.768481007196149,0.9413247108459473,12
