gene,score,logfoldchange,pval,pval_adj
SHISA6,0.10379356890916824,0.15048669278621674,0.9173331675108546,1.0
HOXC10,0.10374505072832108,0.9250005483627319,0.9173716758597685,1.0
MUS81,0.10369314253330231,0.10230239480733871,0.9174128681493703,1.0
HEPN1,0.1035015657544136,0.7177265286445618,0.9175649070639689,1.0
GDNF,0.10348685830831528,0.5021154284477234,0.917576578484625,1.0
VAC14,0.10344140231609344,0.12396906316280365,0.917612653897128,1.0
PTH2R,0.10342936962842941,0.1381251960992813,0.9176222032994228,1.0
TXNDC9,0.10303299874067307,0.1829448938369751,0.9179367784812504,1.0
NKAIN3,0.10297500342130661,1.6736648082733154,0.9179828111465484,1.0
FDCSP,0.1029287576675415,1.458675742149353,0.9180195126414322,1.0
GRM5,0.10264618694782257,0.5390777587890625,0.9182437825409686,1.0
ILDR2,0.10264516621828079,0.1965159773826599,0.9182445939941185,1.0
SNX31,0.10253490507602692,0.32359224557876587,0.9183321065949933,1.0
WEE2,0.10197515785694122,0.7587853074073792,0.9187763949697303,1.0
NPY5R,0.10174693167209625,0.20698212087154388,0.9189575508140331,1.0
TAS1R3,0.10153179615736008,0.1856854408979416,0.9191283168339994,1.0
SLC51A,0.10152987390756607,0.15750360488891602,0.9191298462851504,1.0
EDDM13,0.10150096565485,0.3711981475353241,0.9191527880883148,1.0
GCK,0.10139837861061096,0.19534222781658173,0.9192342242295339,1.0
CHRDL2,0.10125076025724411,0.36565178632736206,0.9193514013669921,1.0
CNTD1,0.10121187567710876,0.4444766342639923,0.9193822722469993,1.0
RHBDL1,0.10109787434339523,0.20242640376091003,0.9194727630188716,1.0
USP6,0.1009540781378746,0.04980604723095894,0.9195869158525156,1.0
FDX2,0.10069572925567627,0.16083559393882751,0.9197920018070054,1.0
PSD,0.10066580772399902,0.1678038239479065,0.9198157571613848,1.0
RNF133,0.10056117177009583,0.2237488329410553,0.9198988234242359,1.0
C13orf46,0.10045165568590164,1.2619655132293701,0.9199857614298609,1.0
MIOX,0.10041540116071701,0.972038984298706,0.9200145432712189,1.0
UBE2V2,0.1003325879573822,0.338578462600708,0.9200802861347829,1.0
ATP8A2,0.10000377893447876,0.19197030365467072,0.9203413275250897,1.0
B4GALT3,0.09977810829877853,0.15021046996116638,0.9205204901762891,1.0
CPT1A,0.09959368407726288,0.1292368769645691,0.9206669076754812,1.0
SPATA24,0.09954524040222168,0.17091472446918488,0.9207053700319261,1.0
PPP1R17,0.09944221377372742,0.4025019109249115,0.9207871655948051,1.0
OR13C2,0.09937068819999695,0.4151001274585724,0.9208439546865289,1.0
GNA11,0.09916090220212936,0.10262515395879745,0.9210105154545537,1.0
GRK7,0.09897947311401367,0.34057238698005676,0.9211545691174989,1.0
ATP4B,0.09889434278011322,2.95933198928833,0.9212221634599311,1.0
CDH23,0.09883689135313034,0.0208476223051548,0.9212677782546722,1.0
ADAM28,0.09877664595842361,0.0680120438337326,0.9213156100630107,1.0
MGAT4D,0.09873681515455246,1.1702067852020264,0.9213472379098434,1.0
ZNF813,0.09871294349431992,0.21331797540187836,0.921366189699978,1.0
HORMAD1,0.09847670048475266,0.15922218561172485,0.9215537742401848,1.0
TMPRSS11E,0.09784723073244095,0.4581771790981293,0.9220536046585541,1.0
USP17L15,0.09772949665784836,0.656317412853241,0.9221470921069643,1.0
ZNF425,0.09770220518112183,0.20211634039878845,0.9221687623638468,1.0
DCST1,0.09756387025117874,0.33975479006767273,0.9222786133441133,1.0
TANGO2,0.09752195328474045,0.10356605798006058,0.9223118999202896,1.0
FTCD,0.09739156067371368,0.3107384741306305,0.9224154451489228,1.0
BSN,0.09718610346317291,0.2227935940027237,0.9225786033713601,1.0
QRFPR,0.09716321527957916,1.0711389780044556,0.9225967773694025,1.0
MTRF1L,0.09707210958003998,0.2503395080566406,0.922669130267364,1.0
RPRD1B,0.09679064154624939,0.17922329902648926,0.92289265698426,1.0
PCDHGA6,0.09677200019359589,0.028831323608756065,0.9229074590524394,1.0
USP44,0.09672564268112183,0.18947209417819977,0.9229442769707201,1.0
CMTM2,0.09650126844644547,0.10786989331245422,0.923122466784759,1.0
LGALS12,0.09602857381105423,0.9205679893493652,0.9234978771840626,1.0
CKMT2,0.09586142003536224,0.29639655351638794,0.9236306380765311,1.0
HOXA10,0.09575760364532471,0.27638065814971924,0.9237130876905533,1.0
BPIFB4,0.09558332711458206,1.9104418754577637,0.9238515049456719,1.0
ONECUT1,0.09546921402215958,0.8744274973869324,0.92394213951513,1.0
DSCAML1,0.09542077034711838,0.10705465823411942,0.9239806173429143,1.0
IGFL2,0.09522569179534912,0.4866112470626831,0.924135561109444,1.0
SOWAHD,0.0951143354177475,0.04964662715792656,0.9242240124601802,1.0
NIPSNAP2,0.09473133832216263,0.10216030478477478,0.9245282272877505,1.0
CLCN1,0.09469468891620636,1.244011402130127,0.9245573375405072,1.0
OR51B5,0.09441538155078888,0.0966828241944313,0.924779197214233,1.0
DGKB,0.09439592063426971,0.1563599854707718,0.9247946585811003,1.0
SLFN14,0.09434983134269714,0.40122565627098083,0.9248312662134759,1.0
TBX6,0.09419038146734238,0.18602706491947174,0.9249579261008964,1.0
RHO,0.09376298636198044,0.891839861869812,0.9252974339501201,1.0
ZBP1,0.09375252574682236,0.049338698387145996,0.9253057429890792,1.0
SMIM9,0.09349197894334793,0.5025572776794434,0.9255127219024154,1.0
XKR3,0.09334271401166916,0.12394778430461884,0.9256313012885958,1.0
SMAD3,0.092890664935112,0.03000931441783905,0.9259904232168324,1.0
SLC25A52,0.09286569058895111,0.6370542645454407,0.9260102603327466,1.0
NOX1,0.09286187589168549,0.6231938600540161,0.9260132905734011,1.0
CDCA7,0.09285900741815567,0.06731873005628586,0.9260155710644984,1.0
ZNF79,0.09259960055351257,0.1630394458770752,0.9262216612399028,1.0
BBOX1,0.09256260097026825,0.4417099356651306,0.9262510584687433,1.0
ACP7,0.09255547821521759,0.3352110981941223,0.9262567129950835,1.0
NOTO,0.09244239330291748,0.2079678326845169,0.9263465611066152,1.0
MTMR7,0.09180018305778503,0.13469591736793518,0.926856801193246,1.0
ACBD7,0.09161634743213654,0.12192994356155396,0.927002861871623,1.0
KCNIP1,0.0915863886475563,0.2710546851158142,0.9270266692144128,1.0
FBXO40,0.09145040810108185,2.1900036334991455,0.9271347091313619,1.0
AKAP3,0.09118982404470444,0.15939070284366608,0.9273417633554001,1.0
ZSCAN16,0.09106288850307465,0.08707830309867859,0.9274426208852743,1.0
NRXN2,0.09098798036575317,0.03528522700071335,0.9275021423724127,1.0
TMEM269,0.09093084186315536,0.4681876599788666,0.9275475414487272,1.0
DNASE1,0.09066317975521088,0.06359652429819107,0.9277602297298921,1.0
SPOPL,0.09052161872386932,0.13113898038864136,0.9278727157035799,1.0
C5orf46,0.09050478786230087,0.9710976481437683,0.9278860891319229,1.0
IGSF1,0.09046758711338043,0.7073639035224915,0.9279156482303849,1.0
INSM1,0.09029669314622879,0.47419196367263794,0.9280514463810579,1.0
KIF24,0.08988522738218307,0.054984960705041885,0.9283784204210263,1.0
DBH,0.08986485749483109,0.3512747585773468,0.9283946069505229,1.0
ZNF92,0.08962062746286392,0.12173835188150406,0.9285886913694101,1.0
KCNT1,0.08949342370033264,0.23076194524765015,0.9286897819425912,1.0
SFXN4,0.08936420828104019,0.1360481083393097,0.9287924673938825,1.0
TAS2R7,0.08933746814727783,0.3717294931411743,0.9288137171180554,1.0
SIGLEC15,0.08925127238035202,0.6056098341941833,0.9288822165743926,1.0
GEMIN5,0.08920389413833618,0.1532006710767746,0.9289198727500266,1.0
SFXN5,0.0891975611448288,0.18973064422607422,0.9289249040021461,1.0
NES,0.08903464674949646,0.03354257345199585,0.9290543737833518,1.0
GAD1,0.08901235461235046,0.21566054224967957,0.9290720928206485,1.0
KRT6B,0.0889521911740303,1.9512825012207031,0.9291199062713402,1.0
NR5A1,0.08883697539567947,0.8875660300254822,0.9292114713060111,1.0
GLRA3,0.0887487381696701,0.625720202922821,0.9292815988810501,1.0
TMEM82,0.08811219036579132,1.3472044467926025,0.929787508694483,1.0
OPRD1,0.08806169778108597,1.1498103141784668,0.9298276376731164,1.0
LEFTY1,0.08798769116401672,0.08328676968812943,0.9298864563271168,1.0
RLN3,0.08798179775476456,0.8316420316696167,0.9298911443340893,1.0
CUEDC1,0.08749211579561234,0.10652396827936172,0.930280351142396,1.0
VGLL2,0.08736365288496017,3.7587945461273193,0.9303824609211349,1.0
GJD4,0.08719094842672348,0.7704564332962036,0.9305197342750098,1.0
AVIL,0.08716373890638351,0.19263820350170135,0.9305413631432345,1.0
ATP1A3,0.08681035041809082,0.2068163901567459,0.9308222617833429,1.0
SPAG4,0.08678498864173889,0.17631763219833374,0.9308424223046728,1.0
NR1I2,0.08630749583244324,0.08681990206241608,0.9312219797357577,1.0
FSCN3,0.08627407252788544,0.1587061882019043,0.9312485490301523,1.0
SGCA,0.08618846535682678,0.09843906760215759,0.9313165980311242,1.0
ARFGAP1,0.08618146926164627,0.13945111632347107,0.9313221620047236,1.0
IL17B,0.08610431849956512,0.6116698384284973,0.9313834909697537,1.0
RD3,0.08599307388067245,0.4732844829559326,0.9314719216777538,1.0
ADGRF4,0.0857228934764862,0.24973633885383606,0.9316867033509134,1.0
CNTN5,0.08567389845848083,2.4074978828430176,0.9317256527948166,1.0
PROCA1,0.085565485060215,0.085719995200634,0.9318118360538419,1.0
SIX3,0.0855032354593277,0.7537512183189392,0.9318613206731066,1.0
TTYH2,0.08531665802001953,0.12270187586545944,0.9320096510679576,1.0
TESMIN,0.0848960280418396,0.07504332065582275,0.9323440517626522,1.0
IL4,0.08483680337667465,1.8213554620742798,0.9323911320392382,1.0
ANKRD34B,0.08471864461898804,0.7053815126419067,0.9324850744664666,1.0
SLC17A1,0.08467935770750046,0.5759341716766357,0.9325163054517916,1.0
RGS7,0.08434712886810303,0.10916262865066528,0.9327804443315904,1.0
OSER1,0.08407557010650635,0.11787480860948563,0.9329963503045732,1.0
CRYBB1,0.08407218754291534,0.32034745812416077,0.9329990389996952,1.0
CYP2A6,0.0840325877070427,2.469278573989868,0.9330305218006096,1.0
UPK1A,0.08400671184062958,0.17574769258499146,0.9330510935384358,1.0
APOA5,0.08384612202644348,0.7449295520782471,0.9331787768742347,1.0
SUSD5,0.08338373154401779,0.045536380261182785,0.9335464231799309,1.0
CTSF,0.0833817645907402,0.10419294238090515,0.9335479864652291,1.0
TMEM150C,0.08335888385772705,0.09972332417964935,0.9335661831249517,1.0
VSTM2B,0.08319443464279175,1.7668983936309814,0.9336969374630818,1.0
TLX3,0.08313851803541183,1.1338752508163452,0.9337413980976843,1.0
NUDT5,0.08307218551635742,0.08087954670190811,0.933794144561631,1.0
CNBD1,0.0830511823296547,0.6968647241592407,0.9338108408947322,1.0
CEACAM16,0.08300761878490448,0.7043433785438538,0.9338454843154671,1.0
CASD1,0.0829070657491684,0.12421189248561859,0.9339254335542286,1.0
LY6K,0.0828675925731659,0.274027019739151,0.9339568256159263,1.0
NPAS4,0.08266303688287735,0.403950035572052,0.9341194781607924,1.0
PCDHB3,0.08256123214960098,0.07609166204929352,0.9342004302509664,1.0
F12,0.08237629383802414,0.29554012417793274,0.9343474840111238,1.0
RHD,0.08230406045913696,1.0503499507904053,0.9344049240749323,1.0
ZNF157,0.08210678398609161,0.48507505655288696,0.9345617994122852,1.0
GCKR,0.08198028057813644,0.6560595631599426,0.9346623923304427,1.0
NOX5,0.08189970999956131,0.2345404028892517,0.9347264634025945,1.0
C10orf62,0.08188075572252274,0.3255113959312439,0.9347415353316673,1.0
WIPI1,0.08183860778808594,0.12930935621261597,0.9347750563864037,1.0
PSORS1C2,0.0815538763999939,1.6659070253372192,0.9350014828797347,1.0
TPTE2,0.08143716305494308,0.6603228449821472,0.9350942939335539,1.0
CATSPER4,0.08130893856287003,0.6411218643188477,0.9351962682815778,1.0
ZC3H8,0.0812193974852562,0.11138872802257538,0.9352674727116463,1.0
IL1A,0.081170953810215,0.07974889129400253,0.9353059989960029,1.0
DUSP15,0.0810953751206398,0.13198082149028778,0.9353661028038042,1.0
DES,0.08108653128147125,0.06187140941619873,0.9353731389136176,1.0
WDR46,0.08076990395784378,0.10194490849971771,0.9356249411486105,1.0
GHSR,0.08072338998317719,1.8208534717559814,0.9356619364811309,1.0
SLC13A4,0.08057604730129242,0.24801847338676453,0.9357791153443141,1.0
KRTAP13-1,0.08056774735450745,0.9018087387084961,0.9357857139285825,1.0
PCDHB1,0.08056323230266571,0.05138755962252617,0.9357893103152304,1.0
IQCF1,0.08051171898841858,0.6802042722702026,0.9358302779425417,1.0
EPHX4,0.08035175502300262,0.11207617074251175,0.935957497580736,1.0
ZNF775,0.0803491622209549,0.05643441155552864,0.9359595616296528,1.0
ZC3H12B,0.07996030151844025,0.05733513832092285,0.9362688298148885,1.0
LRRC14B,0.07986510545015335,1.478677749633789,0.9363445455378507,1.0
REXO5,0.07985857129096985,0.1470498889684677,0.9363497371368131,1.0
GNAT1,0.07983336597681046,1.0645064115524292,0.9363697842401331,1.0
DPPA5,0.07982102036476135,0.7338925004005432,0.9363796045207552,1.0
SPINK6,0.07961804419755936,0.07491079717874527,0.936541046316518,1.0
TMEFF2,0.07953644543886185,0.5057681798934937,0.9366059427758666,1.0
CEACAM21,0.07932383567094803,0.14909793436527252,0.9367750508524937,1.0
TOMM20L,0.07905254513025284,0.2937181890010834,0.9369908265149013,1.0
GUCY2F,0.0787183865904808,0.4050039052963257,0.9372566194485599,1.0
KCNH8,0.0787067860364914,0.2740200459957123,0.937265846323583,1.0
CDCA7L,0.07857950031757355,0.15204434096813202,0.9373670922815991,1.0
CASQ1,0.07849739491939545,0.006198753137141466,0.9374324006843978,1.0
NSD2,0.078373022377491,0.13670466840267181,0.9375313337073041,1.0
OR2T10,0.07827738672494888,2.434007406234741,0.9376074030042717,1.0
LHX3,0.07818438857793808,0.8730838894844055,0.937681377188285,1.0
ZNF705A,0.0781647339463234,0.9411715269088745,0.937697016619554,1.0
RIMS2,0.07808439433574677,0.7062270045280457,0.9377609195853928,1.0
ZC2HC1B,0.07765471935272217,0.24067971110343933,0.9381027118472502,1.0
MRLN,0.07747545093297958,0.18770135939121246,0.9382453189493001,1.0
